Código Instit.;Código Curso;Nome da Instituição;Nome do Curso
3182;9254;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Turismo
3182;9491;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Tecnologias e Design de Multimédia
3182;9994;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu;Gestão de Empresas (regime pós-laboral)
3185;9085;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Enfermagem Veterinária
3185;9086;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Engenharia Agronómica
3185;9087;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Engenharia Alimentar
3185;9818;Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu;Ciência e Tecnologia Animal
3186;8014;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Serviço Social (regime pós-laboral)
3186;9061;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Contabilidade e Auditoria
3186;9122;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Engenharia Informática e Telecomunicações
3186;9168;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Gestão e Informática
3186;9179;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Gestão Turística, Cultural e Patrimonial
3186;9238;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Serviço Social
3186;L116;Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;Secretariado de Administração
3241;9056;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Contabilidade
3241;9152;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Gestão de Empresas
3241;9640;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Gestão de Recursos Humanos e Comportamento Organizacional
3241;9641;Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar;Gestão Turística e Cultural
3242;9112;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Engenharia Eletrotécnica e de Computadores
3242;9119;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Engenharia Informática
3242;9380;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Conservação e Restauro
3242;9644;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Design e Tecnologia das Artes Gráficas
3242;9645;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Fotografia
3242;L142;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Tecnologia Química
3242;L186;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar;Gestão da Edificação e Obras
3243;9054;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Comunicação Social
3243;9123;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Engenharia Mecânica
3243;L143;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Informática e Tecnologias Multimédia
3243;L177;Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes;Cinema Documental
3331;9069;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design;Design
3331;9213;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design;Multimédia
3331;9244;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design;Tecnologia da Comunicação Audiovisual
3331;9645;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design;Fotografia
3331;L071;Instituto Politécnico do Porto - Escola Superior de Media Artes e Design;Tecnologias e Sistemas de Informação para a Web
5402;9007;Universidade do Porto - Faculdade de Belas-Artes;Artes Plásticas
5402;9070;Universidade do Porto - Faculdade de Belas-Artes;Design de Comunicação
6800;8014;ISCTE - Instituto Universitário de Lisboa;Serviço Social (regime pós-laboral)
6800;8029;ISCTE - Instituto Universitário de Lisboa;Finanças e Contabilidade
6800;8109;ISCTE - Instituto Universitário de Lisboa;Sociologia (regime pós-laboral)
6800;8366;ISCTE - Instituto Universitário de Lisboa;Informática e Gestão de Empresas (regime pós-laboral)
6800;9019;ISCTE - Instituto Universitário de Lisboa;Ciência Política
6800;9081;ISCTE - Instituto Universitário de Lisboa;Economia
6800;9098;ISCTE - Instituto Universitário de Lisboa;Engenharia de Telecomunicações e Informática
6800;9119;ISCTE - Instituto Universitário de Lisboa;Engenharia Informática
6800;9147;ISCTE - Instituto Universitário de Lisboa;Gestão
6800;9156;ISCTE - Instituto Universitário de Lisboa;Gestão de Marketing
6800;9157;ISCTE - Instituto Universitário de Lisboa;Gestão de Recursos Humanos
6800;9189;ISCTE - Instituto Universitário de Lisboa;Informática e Gestão de Empresas
6800;9219;ISCTE - Instituto Universitário de Lisboa;Psicologia
6800;9240;ISCTE - Instituto Universitário de Lisboa;Sociologia
6800;9257;ISCTE - Instituto Universitário de Lisboa;Arquitetura
6800;9448;ISCTE - Instituto Universitário de Lisboa;Antropologia
6800;9885;ISCTE - Instituto Universitário de Lisboa;Engenharia Informática (regime pós-laboral)
6800;9927;ISCTE - Instituto Universitário de Lisboa;História Moderna e Contemporânea
6800;L030;ISCTE - Instituto Universitário de Lisboa;Gestão Industrial e Logística
6800;L188;ISCTE - Instituto Universitário de Lisboa;Ciência de Dados
6800;L189;ISCTE - Instituto Universitário de Lisboa;Ciência de Dados (regime pós-laboral)
7001;9500;Escola Superior de Enfermagem de Coimbra;Enfermagem
7002;9500;Escola Superior de Enfermagem de Lisboa;Enfermagem
7003;9500;Escola Superior de Enfermagem do Porto;Enfermagem
7005;8138;Instituto Politécnico de Beja - Escola Superior de Saúde;Terapia Ocupacional
7005;9500;Instituto Politécnico de Beja - Escola Superior de Saúde;Enfermagem
7010;9500;Universidade do Minho - Escola Superior de Enfermagem;Enfermagem
7015;8149;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Dietética e Nutrição
7015;9500;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Enfermagem
7015;9501;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Enfermagem (entrada no 2.º semestre)
7015;9549;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Farmácia
7015;9833;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Gerontologia
7015;L068;Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança;Ciências Biomédicas Laboratoriais
7020;9500;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Enfermagem
7020;9504;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Fisioterapia
7020;L066;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Imagem Médica e Radioterapia
7020;L067;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Fisiologia Clínica
7020;L068;Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias;Ciências Biomédicas Laboratoriais
7030;9500;Universidade de Évora - Escola Superior de Enfermagem de São João de Deus;Enfermagem
7035;8149;Universidade do Algarve - Escola Superior de Saúde;Dietética e Nutrição
7035;9500;Universidade do Algarve - Escola Superior de Saúde;Enfermagem
7035;9549;Universidade do Algarve - Escola Superior de Saúde;Farmácia
7035;L066;Universidade do Algarve - Escola Superior de Saúde;Imagem Médica e Radioterapia
7035;L068;Universidade do Algarve - Escola Superior de Saúde;Ciências Biomédicas Laboratoriais
7040;9500;Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda;Enfermagem
7040;9549;Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda;Farmácia
7045;8138;Instituto Politécnico de Leiria - Escola Superior de Saúde;Terapia Ocupacional
7045;8149;Instituto Politécnico de Leiria - Escola Superior de Saúde;Dietética e Nutrição
7045;9500;Instituto Politécnico de Leiria - Escola Superior de Saúde;Enfermagem
7045;9504;Instituto Politécnico de Leiria - Escola Superior de Saúde;Fisioterapia
7045;9890;Instituto Politécnico de Leiria - Escola Superior de Saúde;Terapia da Fala
7055;9500;Instituto Politécnico de Portalegre - Escola Superior de Saúde;Enfermagem
7055;9556;Instituto Politécnico de Portalegre - Escola Superior de Saúde;Higiene Oral
7065;9500;Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém;Enfermagem
7075;9500;Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde;Enfermagem
7080;9500;Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde;Enfermagem
7085;9500;Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu;Enfermagem
7092;9500;Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo;Enfermagem
7093;9500;Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada;Enfermagem
7105;9745;Escola Superior Náutica Infante D. Henrique;Engenharia de Máquinas Marítimas
7105;9789;Escola Superior Náutica Infante D. Henrique;Pilotagem
7105;9924;Escola Superior Náutica Infante D. Henrique;Gestão de Transportes e Logística
7105;9926;Escola Superior Náutica Infante D. Henrique;Gestão Portuária
7105;L118;Escola Superior Náutica Infante D. Henrique;Engenharia Eletrotécnica Marítima
7110;8011;Escola Superior de Hotelaria e Turismo do Estoril;Produção Alimentar em Restauração (regime pós-laboral)
7110;9076;Escola Superior de Hotelaria e Turismo do Estoril;Direção e Gestão Hoteleira
7110;9163;Escola Superior de Hotelaria e Turismo do Estoril;Gestão do Lazer e Animação Turística
7110;9177;Escola Superior de Hotelaria e Turismo do Estoril;Gestão Turística
7110;9183;Escola Superior de Hotelaria e Turismo do Estoril;Informação Turística
7110;9217;Escola Superior de Hotelaria e Turismo do Estoril;Produção Alimentar em Restauração
7110;9875;Escola Superior de Hotelaria e Turismo do Estoril;Direção e Gestão Hoteleira (regime pós-laboral)
7110;9995;Escola Superior de Hotelaria e Turismo do Estoril;Gestão do Lazer e Animação Turística (regime pós-laboral)
7110;9996;Escola Superior de Hotelaria e Turismo do Estoril;Gestão Turística (regime pós-laboral)
7210;8141;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Audiologia
7210;8149;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Dietética e Nutrição
7210;9504;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Fisioterapia
7210;9549;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Farmácia
7210;9861;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Saúde Ambiental
7210;L066;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Imagem Médica e Radioterapia
7210;L067;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Fisiologia Clínica
7210;L068;Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra;Ciências Biomédicas Laboratoriais
7220;8149;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Dietética e Nutrição
7220;8152;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Ortoprotesia
7220;9504;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Fisioterapia
7220;9549;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Farmácia
7220;9861;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Saúde Ambiental
7220;L066;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Imagem Médica e Radioterapia
7220;L067;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Fisiologia Clínica
7220;L068;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Ciências Biomédicas Laboratoriais
7220;L161;Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa;Ortóptica e Ciências da Visão
7230;8138;Instituto Politécnico do Porto - Escola Superior de Saúde;Terapia Ocupacional
7230;8141;Instituto Politécnico do Porto - Escola Superior de Saúde;Audiologia
7230;8143;Instituto Politécnico do Porto - Escola Superior de Saúde;Ortóptica
7230;9504;Instituto Politécnico do Porto - Escola Superior de Saúde;Fisioterapia
7230;9549;Instituto Politécnico do Porto - Escola Superior de Saúde;Farmácia
7230;9861;Instituto Politécnico do Porto - Escola Superior de Saúde;Saúde Ambiental
7230;9890;Instituto Politécnico do Porto - Escola Superior de Saúde;Terapia da Fala
7230;L066;Instituto Politécnico do Porto - Escola Superior de Saúde;Imagem Médica e Radioterapia
7230;L067;Instituto Politécnico do Porto - Escola Superior de Saúde;Fisiologia Clínica
7230;L068;Instituto Politécnico do Porto - Escola Superior de Saúde;Ciências Biomédicas Laboratoriais
7230;L101;Instituto Politécnico do Porto - Escola Superior de Saúde;Biotecnologia Medicinal
7230;L136;Instituto Politécnico do Porto - Escola Superior de Saúde;Osteopatia
